sentence,sentiment,topic,split,source,processed_text
tích cực .,positive,others,train,UIT-VSFC,tích_cực
"tận tâm , nhiệt tình , tiết học vui vẻ dễ tiếp thu .",positive,lecturer,train,UIT-VSFC,tận tâm_nhiệt_tình_tiết học vui_vẻ dễ tiếp_thu
"giảng viên thường xuyên trao đổi tài liệu học tập , giảng viên tích cực .",positive,lecturer,train,UIT-VSFC,giảng_viên thường_xuyên trao_đổi tài_liệu học_tập giảng_viên tích_cực
sự nhiệt tình và tâm huyết khi giảng dạy của cô .,positive,lecturer,train,UIT-VSFC,sự nhiệt_tình tâm_huyết giảng_dạy cô
sự tận tâm .,positive,others,train,UIT-VSFC,sự tận_tâm
nhưng vẫn đạt điểm cao .,negative,training_program,train,UIT-VSFC,đạt điểm cao
đúng như vậy luôn hi hi .,neutral,others,train,UIT-VSFC,đúng vậy luôn hi_hi
phần thi nói giữa các lớp không thống nhất về hình thức và nội dung .,negative,training_program,train,UIT-VSFC,phần thi nói giữa lớp không thống_nhất hình_thức nội_dung
"nếu em muốn học , em sẽ lên lớp học .",neutral,others,train,UIT-VSFC,muốn học lên lớp_học
"vui vẻ , giảng dạy tận tình .",positive,lecturer,train,UIT-VSFC,vui_vẻ giảng_dạy tận_tình
"sửa chữa hoặc thay mới máy chiếu và loa nguyên nhân doubledot máy chiếu , chiếu hình ảnh bị nhạt màu , loa hay có trục trặc .",negative,facility,train,UIT-VSFC,sửa_chữa thay mới máy_chiếu loa nguyên_nhân doubledot máy_chiếu chiếu hình_ảnh nhạt màu loa trục_trặc
thầy khá bận nên thời gian lên lớp không nhiều .,negative,lecturer,train,UIT-VSFC,thầy khá bận thời_gian lên lớp không nhiều
"thầy thân thiện , nhiệt tình , giảng dễ hiểu .",positive,lecturer,train,UIT-VSFC,thầy thân_thiện nhiệt_tình_giảng dễ hiểu
"thầy năng nổ , nhiệt tình .",positive,lecturer,train,UIT-VSFC,thầy năng nổ nhiệt_tình
"trên slide có quá nhiều chữ ( có vẻ như thầy dịch từ tài liệu gốc là chính ) , và thầy đọc slide , giải thích định nghĩa nhiều nhưng rối và không có gì để hình dung làm cho sinh viên khó hình dung ra thầy đang giảng gì .",negative,lecturer,train,UIT-VSFC,slide quá nhiều chữ_vẻ thầy dịch tài_liệu gốc chính thầy đọc slide giải_thích định_nghĩa nhiều rối không gì hình_dung làm sinh_viên khó hình_dung thầy giảng gì
"giảng viên rất tận tâm , nhiệt tình , gần gũi sinh viên .",positive,lecturer,train,UIT-VSFC,giảng_viên tận_tâm nhiệt_tình gần_gũi sinh_viên
cách giảng dạy không tạo được nền tảng ban đầu để sinh viên tự lực trong một quãng đường dài .,negative,lecturer,train,UIT-VSFC,cách giảng_dạy không tạo nền_tảng ban_đầu sinh_viên tự_lực quãng đường dài
"thầy giảng dạy nhiệt tình , cung cấp đầy đủ kiến thức .",positive,lecturer,train,UIT-VSFC,thầy giảng_dạy nhiệt_tình cung_cấp đầy_đủ kiến_thức
"phòng lab thực hành cơ bản vẫn còn thiếu chất lượng , máy yếu , trường mình vẫn còn xài màn hình crt nản , mang danh trường công nghệ thông tin .",negative,facility,train,UIT-VSFC,phòng lab thực_hành cơ_bản còn thiếu chất_lượng máy yếu_trường mình còn xài màn_hình crt_nản mang danh_trường công_nghệ_thông_tin
giảng viên cung cấp khá đầy đủ kiến thức .,positive,lecturer,train,UIT-VSFC,giảng_viên cung_cấp khá đầy_đủ kiến_thức
giáo viên ít hướng dẫn bài tập về nhà .,positive,lecturer,train,UIT-VSFC,giáo_viên ít hướng_dẫn bài_tập nhà
khi nói xong một ý nên có khoảng nghỉ để người nghe kịp tiếp thu thì hiệu quả hơn .,negative,lecturer,train,UIT-VSFC,nói xong_ý khoảng nghỉ người nghe kịp tiếp_thu hiệu_quả hơn
"thầy chấm điểm khó , đề thi dài .",negative,lecturer,train,UIT-VSFC,thầy chấm điểm khó đề_thi dài
"cô dạy quá chi tiết ở một số mục , có một số mục em cảm thấy dễ nhưng cô lại dạy quá lâu ở mục đó làm cho tốn khá nhiều thời gian và gây chán nản .",negative,lecturer,train,UIT-VSFC,cô dạy quá chi_tiết số mục số mục cảm_thấy dễ cô dạy quá lâu_mục làm tốn khá nhiều thời_gian gây chán_nản
liên hệ sát với thực tế .,positive,training_program,train,UIT-VSFC,liên_hệ sát thực_tế
mong nhà trường sắp xếp các phòng học yên tĩnh hơn .,negative,facility,train,UIT-VSFC,mong nhà_trường sắp_xếp phòng học yên_tĩnh hơn
khối lượng lý thuyết và thực hành phải học quá ôm đồm trong một môn học .,negative,training_program,train,UIT-VSFC,khối_lượng lý_thuyết thực_hành phải học quá ôm_đồm môn_học
"cô nhiệt tình giảng bài , hỗ trợ sinh viên .",positive,lecturer,train,UIT-VSFC,cô nhiệt_tình giảng bài hỗ_trợ sinh_viên
thầy hiền và nhiệt tình với sinh viên .,positive,lecturer,train,UIT-VSFC,thầy hiền_nhiệt_tình sinh_viên
kiến thức môn học ứng dụng tốt cho công việc sau này .,positive,training_program,train,UIT-VSFC,kiến_thức môn_học ứng_dụng tốt công
"nên sử dụng giáo trình tiếng việt , nếu dùng tiếng anh thì nên dùng lúc ra đề luôn , tránh trường hợp anh việt lẫn lộn .",negative,training_program,train,UIT-VSFC,sử_dụng giáo_trình tiếng việt dùng tiếng anh dùng lúc đề luôn tránh trường_hợp anh việt lẫn_lộn
giảng viên hướng dẫn rất nhiệt tình và chi tiết .,positive,lecturer,train,UIT-VSFC,giảng_viên hướng_dẫn nhiệt_tình chi_tiết
cô dễ thương quá .,positive,lecturer,train,UIT-VSFC,cô dễ_thương quá
luôn giải đáp mọi thắc mắc của sinh viên .,positive,lecturer,train,UIT-VSFC,luôn giải_đáp mọi thắc_mắc sinh_viên
thầy liên hệ khá nhiều về thực tiễn cuộc sống .,positive,lecturer,train,UIT-VSFC,thầy liên_hệ khá nhiều thực_tiễn cuộc_sống
thầy là người rất nhiệt tình và quan tâm sinh viên !,positive,lecturer,train,UIT-VSFC,thầy người nhiệt_tình quan_tâm sinh_viên
"nhiều ví dụ minh hoạ , dễ hiểu .",positive,lecturer,train,UIT-VSFC,nhiều ví_dụ minh_họa dễ hiểu
thầy vui tính dạy dễ hiểu .,positive,lecturer,train,UIT-VSFC,thầy vui tính dạy dễ hiểu
nên có thêm vài project nhỏ .,negative,training_program,train,UIT-VSFC,thêm vài project nhỏ
"dạy tốt , dễ hiểu .",positive,training_program,train,UIT-VSFC,dạy tốt dễ hiểu
"bồi dưỡng chuyên môn giáo viên phần phát âm , từ vựng .",negative,lecturer,train,UIT-VSFC,bồi_dưỡng chuyên_môn giáo_viên phần phát_âm vựng
"khả năng truyền đạt kiến thức của thầy chưa hay ( kém ) chưa lôi cuốn được sinh viên kể cả so sánh với em , một sinh viên năm 2 .",negative,lecturer,train,UIT-VSFC,khả_năng truyền_đạt kiến_thức thầy chưa kém chưa lôi_cuốn sinh_viên kể_cả so_sánh sinh_viên năm 2
"cô nhiệt tình , giảng dạy dễ hiểu .",positive,lecturer,train,UIT-VSFC,cô nhiệt_tình giảng_dạy dễ hiểu
"các buổi học không liên tục , kiến thức kiểu chắp vá .",negative,training_program,train,UIT-VSFC,buổi học không liên_tục kiến_thức kiểu chắp_vá
giảng dạy rất tốt .,positive,lecturer,train,UIT-VSFC,giảng_dạy tốt
không hiểu bài giảng .,negative,others,train,UIT-VSFC,không hiểu bài giảng
giảng viên giảng dạy nhiệt tình .,positive,lecturer,train,UIT-VSFC,giảng_viên giảng_dạy nhiệt_tình
hệ thống máy tính còn yếu kém .,negative,facility,train,UIT-VSFC,hệ_thống máy_tính còn yếu_kém
cần được tăng cường thực hành và traning thêm môn học .,negative,training_program,train,UIT-VSFC,cần tăng_cường thực_hành traning thêm môn_học
giảng bài kỹ .,positive,lecturer,train,UIT-VSFC,giảng bài kỹ
cho làm bài tập vận dụng kiến thức thường xuyên .,positive,lecturer,train,UIT-VSFC,làm bài_tập vận_dụng kiến_thức thường_xuyên
"tận dụng tốt thời gian , nhiệt tình , hiền .",positive,lecturer,train,UIT-VSFC,tận_dụng tốt thời_gian nhiệt_tình hiền
"giảng viên dạy kỹ , dễ hiểu .",positive,lecturer,train,UIT-VSFC,giảng_viên dạy kỹ dễ hiểu
thầy tôi dạy rất hay và chia sẻ rất nhiều .,positive,lecturer,train,UIT-VSFC,thầy dạy chia_sẻ nhiều
thầy hiền nhiệt tình .,positive,lecturer,train,UIT-VSFC,thầy hiền_nhiệt_tình
"thầy giảng khó hiểu , phương pháp giảng dạy cũ kỹ .",negative,lecturer,train,UIT-VSFC,thầy giảng khó hiểu phương_pháp giảng_dạy cũ_kỹ
cô nói nhỏ và thường hay đứng trên bục rất khó để có thể hiểu .,negative,lecturer,train,UIT-VSFC,cô nói_nhỏ thường đứng bục khó thể hiểu
"tận tâm giảng dạy nhiệt tình , tận tâm .",positive,lecturer,train,UIT-VSFC,tận_tâm giảng_dạy nhiệt_tình tận_tâm
giáo viên giảng hơi khó hiểu ạ .,negative,lecturer,train,UIT-VSFC,giáo_viên giảng_hơi khó hiểu ạ
đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .,negative,facility,train,UIT-VSFC,đề_xuất nhà_trường hằng tuần buổi lau dọn bàn_ghế
cần xác định rõ mục tiêu thực tế của môn học ứng dụng vào việc gì .,negative,training_program,train,UIT-VSFC,cần xác_định rõ mục_tiêu thực_tế môn_học ứng_dụng gì
"giảng dạy ngắn gọn , súc tích , đánh vào phần trọng tâm .",positive,lecturer,train,UIT-VSFC,giảng_dạy ngắn_gọn súc_tích đánh phần trọng_tâm
giảng viên nên đảm bảo lên lớp đúng giờ và cập nhật bài giảng lên hệ thống moodle thường xuyên hơn .,negative,lecturer,train,UIT-VSFC,giảng_viên đảm_bảo lên lớp đúng giờ cập_nhật bài giảng lên hệ_thống moodle thường_xuyên hơn
"giáo trình hiện tại khá trừu tượng và khó hiểu , kiến thức khá khó với những lý thuyết căn bản mà sinh viên có thể hiểu .",negative,training_program,train,UIT-VSFC,giáo_trình hiện khá trừu_tượng khó hiểu kiến_thức khá khó lý_thuyết căn_bản sinh_viên thể hiểu
"giảng viên dạy dễ hiểu , tương tác với sinh viên nhiều và có nhiều hình thức tính điểm ( điểm bài tập trên lớp , bài tập về nhà , kiểm tra tại lớp , dotdotdot ) .",positive,lecturer,train,UIT-VSFC,giảng_viên dạy dễ hiểu tương_tác sinh_viên nhiều nhiều hình_thức tính điểm điểm bài_tập lớp bài_tập nhà kiểm_tra lớp dotdotdot
"nhiệt tình , vui vẻ , cung cấp kiến thức hay .",positive,lecturer,train,UIT-VSFC,nhiệt_tình vui_vẻ cung_cấp kiến_thức
"giảng viên dạy rất dễ hiểu , nhiệt tình .",positive,lecturer,train,UIT-VSFC,giảng_viên dạy dễ hiểu nhiệt_tình
hỗ trợ sinh viên kịp thời các vấn đề vướng mắc trong môn học .,positive,lecturer,train,UIT-VSFC,hỗ_trợ sinh_viên kịp_thời vấn_đề vướng_mắc môn_học
cung cấp công cụ giảng dạy tốt hơn .,negative,facility,train,UIT-VSFC,cung_cấp công_cụ giảng_dạy tốt hơn
"thầy dạy nhiệt tình , có trợ giảng năng nổ .",positive,lecturer,train,UIT-VSFC,thầy dạy nhiệt tình_trợ giảng_năng nổ
về học tập doubledot bản thân em không đồng ý về điểm thuyết trình và bài báo cáo .,negative,training_program,train,UIT-VSFC,học_tập doubledot bản_thân không đồng_ý điểm thuyết_trình bài báo_cáo
"dạy rất nhiệt tình , cho bài tập nhiều .",positive,lecturer,train,UIT-VSFC,dạy nhiệt_tình bài_tập nhiều
"giảng dạy dễ hiểu , tận tình .",positive,lecturer,train,UIT-VSFC,giảng_dạy dễ hiểu tận_tình
"tiết học thú vị , vui vẻ mà bổ ích .",positive,lecturer,train,UIT-VSFC,tiết học thú_vị vui_vẻ bổ_ích
thầy nhiệt tình và giảng rất dễ hiểu .,positive,lecturer,train,UIT-VSFC,thầy nhiệt_tình_giảng dễ hiểu
giáo viên cần lên lớp thường xuyên hơn và dạy những kiến thức thiết thực với môn học hơn .,negative,lecturer,train,UIT-VSFC,giáo_viên cần lên lớp thường_xuyên hơn dạy kiến_thức thiết_thực môn_học hơn
"gần gũi , tốt bụng .",positive,lecturer,train,UIT-VSFC,gần_gũi tốt_bụng
cần mở rộng thêm các kỹ thuật hướng đối tượng mới hiện nay .,negative,training_program,train,UIT-VSFC,cần mở_rộng thêm kỹ_thuật hướng đối_tượng mới hiện_nay
"cô dạy tận tâm với sinh viên , luôn nhiệt tình .",positive,lecturer,train,UIT-VSFC,cô dạy tận_tâm sinh_viên luôn nhiệt_tình
"hăng say , nhiệt tình .",positive,lecturer,train,UIT-VSFC,hăng_say nhiệt_tình
mong phòng phòng thanh tra - pháp chế - đbcl có biện pháp xử lý .,negative,others,train,UIT-VSFC,mong phòng phòng thanh_tra pháp_chế đbcl biện_pháp xử_lý
table and chair is not fitted for class .,negative,facility,train,UIT-VSFC,table and_chair is not fitted for class
"dạy quá nhanh so với lý thuyết , có khi nhanh hơn cả 1 chương chớ không phải vài bài học , học thực hành mà không hiểu gì hết vì chưa học trên lý thuyết , theo em , học thực hành để củng cố kiến thức lý thuyết chớ không phải học lý thuyết để biết mình đã thực hành cái gì .",negative,lecturer,train,UIT-VSFC,dạy quá nhanh so_lý thuyết nhanh hơn cả 1 chương chớ không phải vài bài_học học thực_hành không hiểu gì hết chưa học lý_thuyết_học thực_hành củng_cố kiến_thức lý_thuyết chớ không phải học lý_thuyết biết mình thực_hành cái gì
mong thầy sắp xếp giữa việc giảng dạy cũng như việc làm của thầy .,negative,lecturer,train,UIT-VSFC,mong thầy sắp_xếp giữa giảng_dạy làm thầy
điều chỉnh số tín chỉ cho môn từ 3 tín chỉ thành 2 tín chỉ .,negative,training_program,train,UIT-VSFC,điều_chỉnh số tín_môn 3 tín_thành 2 tín
"cô tận tâm nhiệt tình , quan tâm đến học sinh nhiều hơn là điểm số .",positive,lecturer,train,UIT-VSFC,cô tận_tâm nhiệt_tình quan_tâm học_sinh nhiều hơn điểm_số
sự tận tình của giảng viên .,positive,lecturer,train,UIT-VSFC,sự tận_tình giảng_viên
giảng viên dạy lý thuyết nên dạy thực hành để giúp sinh viên làm rõ những kiến thức trong lý thuyết .,negative,lecturer,train,UIT-VSFC,giảng_viên dạy lý_thuyết dạy thực_hành giúp sinh_viên làm rõ kiến_thức lý_thuyết
"giảng viên nhiệt tình , có khả năng truyền đạt tốt .",positive,lecturer,train,UIT-VSFC,giảng_viên nhiệt_tình khả_năng truyền_đạt tốt
thầy cho khá nhiều bài tập và cách giải nhiều bài .,positive,lecturer,train,UIT-VSFC,thầy khá nhiều bài_tập cách giải nhiều bài
"cần chuẩn bị phần giáo trình phù hợp hơn với môn học , phù hợp hơn với trường mình .",negative,training_program,train,UIT-VSFC,cần chuẩn_phần giáo_trình phù_hợp hơn môn_học phù_hợp hơn trường mình
truyền đạt nhiều kiến thức mở rộng .,positive,lecturer,train,UIT-VSFC,truyền_đạt nhiều kiến_thức mở_rộng
giáo viên nhiệt tình !,positive,lecturer,train,UIT-VSFC,giáo_viên nhiệt_tình
"4 tín chỉ học phần là quá ít cho các kiến thức về javabeans , jsp , servlet , html , csharp .",negative,training_program,train,UIT-VSFC,4 tín_học phần quá ít kiến_thức javabeans jsp servlet html csharp
cách giảng dạy của giảng viên thật khó có thể làm cho sinh viên hiểu rõ vấn đề .,negative,lecturer,train,UIT-VSFC,cách giảng_dạy giảng_viên thật khó_thể làm sinh_viên hiểu rõ vấn_đề
trong khi chương trình quy định 2 tiết cho một bài .,neutral,training_program,train,UIT-VSFC,chương_trình quy_định 2 tiết bài
"nói chuyện dễ hiểu , dễ tiếp thu .",positive,lecturer,train,UIT-VSFC,nói_chuyện dễ hiểu dễ tiếp_thu
vủi vẻ nhiệt tình .,positive,lecturer,train,UIT-VSFC,vủi vẻ nhiệt_tình
"học một đàn ra thi một nẻo , thi đúng với nội dung môn học .",negative,training_program,train,UIT-VSFC,học đàn thi nẻo thi đúng nội_dung môn_học
giảng viên giảng dạy nhiệt tình !,positive,lecturer,train,UIT-VSFC,giảng_viên giảng_dạy nhiệt_tình
không thu hút được sự chú ý của sinh viên .,negative,lecturer,train,UIT-VSFC,không thu_hút sự chú_ý sinh_viên
truyền đạt kiến thức dễ hiểu .,positive,lecturer,train,UIT-VSFC,truyền_đạt kiến_thức dễ hiểu
"cần phải thiết kế nội dung thực hành gắn với lý thuyết , nâng độ khó lên , cần áp dụng các lý thuyết hiện đại thay vì các lý thuyết đã cũ từ mấy chục năm trước .",negative,training_program,train,UIT-VSFC,cần phải thiết_kế nội_dung thực_hành gắn lý_thuyết nâng_độ khó lên cần áp_dụng lý_thuyết hiện_đại thay lý_thuyết cũ mấy chục năm
giảng viên vui nhiệt tình .,positive,lecturer,train,UIT-VSFC,giảng_viên vui nhiệt_tình
"lúc chấm điểm thực hành trên lớp , hỏi những câu đánh đố sinh viên .",negative,lecturer,train,UIT-VSFC,lúc chấm_điểm thực_hành lớp hỏi câu đánh_đố sinh_viên
"giảng viên đầy nhiệt huyết , gần gũi với sinh viên , bài giảng sinh động .",positive,lecturer,train,UIT-VSFC,giảng_viên đầy nhiệt_huyết gần_gũi sinh_viên bài giảng sinh_động
"tiết dạy thoải mái , không nhàm chán .",positive,lecturer,train,UIT-VSFC,tiết dạy thoải_mái không nhàm chán
"giảng viên mỗi lần lên lớp đều nói "" các em cần gì cứ mail thầy sẽ hỗ trợ "" nhưng không bao giờ trả lời mail sinh viên , sinh viên phải lên đến tận văn phòng khoa để tìm gặp .",negative,lecturer,train,UIT-VSFC,giảng_viên lần lên_lớp nói cần gì cứ mail thầy hỗ_trợ không bao_giờ trả_lời mail sinh_viên sinh_viên phải lên tận văn_phòng khoa tìm gặp
tất cả đều tốt .,positive,others,train,UIT-VSFC,tất_cả tốt
cung cấp cho sinh viên nhiều kiến thức thực tiễn .,positive,lecturer,train,UIT-VSFC,cung_cấp sinh_viên nhiều kiến_thức thực_tiễn
thầy giảng quá khó hiểu .,negative,lecturer,train,UIT-VSFC,thầy giảng quá khó hiểu
hay nghỉ .,negative,lecturer,train,UIT-VSFC,nghỉ
giảng viên áp dụng nhiều phương thức giảng dạy mới .,positive,lecturer,train,UIT-VSFC,giảng_viên áp_dụng nhiều phương_thức giảng_dạy mới
môn học hay và bổ ích .,positive,training_program,train,UIT-VSFC,môn_học bổ_ích
"cập nhật kiến thứ trong các slide , những phương pháp mới .",negative,training_program,train,UIT-VSFC,cập nhật_kiến thứ slide phương_pháp mới
giảng viên thường hay đến lớp muộn 15 phút .,negative,lecturer,train,UIT-VSFC,giảng_viên thường lớp muộn 15 phút
giảng viên nên thường xuyên cập nhật và giới thiệu những thành tựu công nghệ mới đến sinh viên cũng như cho phép sinh viên thử nghiệm tại lớp nếu điều kiện cho phép .,negative,lecturer,train,UIT-VSFC,giảng_viên thường_xuyên cập_nhật giới_thiệu thành_tựu công_nghệ mới sinh_viên phép sinh_viên thử_nghiệm lớp điều_kiện phép
cần nâng cao chất lượng máy chiếu .,negative,facility,train,UIT-VSFC,cần nâng cao chất_lượng máy_chiếu
"theo em , nên tăng thời gian thực hành nhiều hơn .",negative,training_program,train,UIT-VSFC,tăng thời_gian thực_hành nhiều hơn
em nghĩ nên kết hợp thực hành vào chung một buổi .,negative,training_program,train,UIT-VSFC,nghĩ kết_hợp thực_hành chung buổi
bài tập làm thêm .,neutral,training_program,train,UIT-VSFC,bài_tập làm thêm
"thầy dạy quá nhanh , học sinh theo không kịp , nhất là việc chiếu slide .",negative,lecturer,train,UIT-VSFC,thầy dạy quá nhanh học_sinh không kịp nhất chiếu slide
mới gặp một lần !,neutral,lecturer,train,UIT-VSFC,mới gặp lần
cập nhật tin tức môn học trên các kênh thông tin course và cung cấp các tài liệu trên đó .,negative,training_program,train,UIT-VSFC,cập_nhật tin_tức môn_học kênh thông_tin course cung_cấp tài_liệu
em thi giữa kỳ được 9dot5 điểm .,neutral,others,train,UIT-VSFC,thi giữa kỳ 9 dot5 điểm
"thường xuyên nhắc nhở các sinh viên ít phát biểu , chuyên cần , tích cực .",positive,lecturer,train,UIT-VSFC,thường_xuyên nhắc_nhở sinh_viên ít phát_biểu chuyên cần tích_cực
"buổi đầu tiên là một bài thực hành đơn giản , buổi thứ 2 chia nhóm và thông báo đề tài đồ án cuối kỳ , buổi thứ 3 là chấm đồ án .",neutral,training_program,train,UIT-VSFC,buổi đầu_tiên bài thực_hành đơn_giản buổi thứ 2 chia nhóm thông_báo đề_tài đồ_án cuối kỳ buổi thứ 3 chấm đồ_án
thầy dạy rất tận tâm .,positive,lecturer,train,UIT-VSFC,thầy dạy tận_tâm
"em rất thích , em là một đứa không thích học môn xã hội nhưng học cô em rất thích nghe giảng .",positive,others,train,UIT-VSFC,thích đứa không thích học_môn xã_hội_học cô thích nghe giảng
"giáo viên truyền đạt nội dung bài học rất hay , rất dễ hiểu và dễ tiếp thu .",positive,lecturer,train,UIT-VSFC,giáo_viên truyền_đạt nội_dung bài_học dễ hiểu dễ tiếp_thu
thầy còn chia sẻ các phương pháp học cho sinh viên .,positive,lecturer,train,UIT-VSFC,thầy còn chia_sẻ phương_pháp học_sinh_viên
như vậy thì quá bất công .,negative,training_program,train,UIT-VSFC,vậy quá bất_công
học theo đúng thời khóa biểu .,positive,others,train,UIT-VSFC,học đúng thời khóa_biểu
thầy giảng hay .,positive,lecturer,train,UIT-VSFC,thầy giảng
hướng dẫn tận tình cho sinh viên .,positive,lecturer,train,UIT-VSFC,hướng_dẫn tận_tình sinh_viên
lịch học trùng với lịch học môn khác có điểm danh từng buổi nên hầu như nhóm học của em không bạn nào học được 1 buổi nào .,negative,training_program,train,UIT-VSFC,lịch học trùng_lịch học_môn khác điểm_danh từng buổi hầu_nhóm học không nào học 1 buổi nào
giảng viên kết hợp giải bài tập để giảng lý thuyết .,positive,lecturer,train,UIT-VSFC,giảng_viên kết_hợp giải bài_tập giảng_lý thuyết
thêm nhiều bài tập hay gặp khi thi học kỳ !,negative,training_program,train,UIT-VSFC,thêm nhiều bài_tập gặp thi học_kỳ
tìm hiểu về các case study giúp chúng em biết thêm nhiều kiến thức mới và trình bày sản phẩm của mình trước lớp để thấy những thiếu sót của mình .,neutral,training_program,train,UIT-VSFC,tìm_hiểu case study giúp chúng biết thêm nhiều kiến_thức mới trình_bày sản_phẩm mình lớp thấy thiếu_sót mình
thầy hay chém gió .,negative,lecturer,train,UIT-VSFC,thầy chém gió
mong thầy giải bài tập nhiều hơn là nói toàn là lý thuyết .,negative,lecturer,train,UIT-VSFC,mong thầy giải bài_tập nhiều hơn nói toàn lý_thuyết
phương pháp giảng dạy chưa được cập nhật .,negative,lecturer,train,UIT-VSFC,phương_pháp giảng_dạy chưa cập_nhật
"rất có tâm , nhiệt tình và tận tụy với sinh viên .",positive,lecturer,train,UIT-VSFC,tâm nhiệt_tình tận tụy sinh_viên
"nên khắc phục tình trạng giảng viên không lên lớp , vì như vậy làm mất nhiều thời gian cho sinh viên tụi em .",negative,lecturer,train,UIT-VSFC,khắc_phục tình_trạng giảng_viên không lên lớp vậy làm mất nhiều thời_gian sinh_viên tụi
thầy ít giảng chủ yếu là cho chép vào vở .,negative,lecturer,train,UIT-VSFC,thầy ít giảng chủ_yếu chép vở
"thầy nguyên dạy rất nhiệt tình , tận tâm colonsmile .",positive,lecturer,train,UIT-VSFC,thầy nguyên dạy nhiệt_tình tận_tâm colonsmile
"giáo viên dạy dễ hiểu , tận tình hướng dẫn sinh viên .",positive,lecturer,train,UIT-VSFC,giáo_viên dạy dễ hiểu tận_tình hướng_dẫn sinh_viên
quan tâm tận tình đến từng sinh viên .,positive,lecturer,train,UIT-VSFC,quan_tâm tận_tình từng sinh_viên
thầy dạy đúng yêu cầu buổi học .,positive,lecturer,train,UIT-VSFC,thầy dạy đúng yêu_cầu buổi học
"thầy dạy hay , truyền đạt đủ kiến thức cho sinh viên .",positive,lecturer,train,UIT-VSFC,thầy dạy truyền_đạt đủ kiến_thức sinh_viên
cô tận tâm .,positive,lecturer,train,UIT-VSFC,cô tận_tâm
cô truyền đạt còn khó hiểu .,negative,lecturer,train,UIT-VSFC,cô truyền_đạt còn khó hiểu
cô giáo nhiệt tình .,positive,lecturer,train,UIT-VSFC,cô_giáo nhiệt_tình
"giảng viên vui tính , nhiệt tình và có những phương pháp làm bài tập nhóm mới lạ , hấp dẫn .",positive,lecturer,train,UIT-VSFC,giảng_viên vui_tính nhiệt_tình phương_pháp làm bài_tập nhóm mới_lạ hấp_dẫn
"dạy hơi nhanh à nha , tiết bài tập chưa tốt .",negative,lecturer,train,UIT-VSFC,dạy hơi nhanh à nha_tiết bài_tập chưa tốt
giảng dạy hay .,positive,lecturer,train,UIT-VSFC,giảng_dạy
em nghĩ nên tạo ra thêm một số ràng buộc để sinh viên đi học đầy đủ hơn .,negative,training_program,train,UIT-VSFC,nghĩ tạo thêm số ràng_buộc sinh_viên đi học đầy_đủ hơn
thầy có phần demo code giúp sinh viên dễ hiểu .,positive,lecturer,train,UIT-VSFC,thầy phần demo code giúp sinh_viên dễ hiểu
phân phối bài tập hợp lý .,positive,training_program,train,UIT-VSFC,phân_phối bài_tập hợp_lý
thầy nên nhiệt tình hướng dẫn hơn .,negative,lecturer,train,UIT-VSFC,thầy nhiệt_tình hướng_dẫn hơn
cô vừa hiền vừa xinh lại còn dạy dễ hiểu .,positive,lecturer,train,UIT-VSFC,cô vừa hiền vừa xinh còn dạy dễ hiểu
nhưng thầy rất nhiệt tình giảng lại và đứng chỉ lại .,negative,lecturer,train,UIT-VSFC,thầy nhiệt_tình giảng đứng
"nhiệt tình , phong cách dạy dễ hiểu .",positive,lecturer,train,UIT-VSFC,nhiệt_tình phong_cách dạy dễ hiểu
giáo viên lý thuyết và trợ giảng không có sự liên hệ với nhau dẫn đến mỗi người dạy một kiểu .,negative,lecturer,train,UIT-VSFC,giáo_viên lý thuyết_trợ_giảng không sự liên_hệ nhau dẫn người dạy kiểu
thành vòng tuần hoàn đến khi thi .,neutral,others,train,UIT-VSFC,thành vòng tuần hoàn_thi
không gặp mặt .,negative,others,train,UIT-VSFC,không gặp_mặt
"vui vẻ , hòa đồng , linh động .",positive,lecturer,train,UIT-VSFC,vui_vẻ hòa đồng linh_động
cần cập nhật kiến thức sâu hơn .,negative,training_program,train,UIT-VSFC,cần cập_nhật kiến_thức sâu hơn
"thầy tận tâm , có hai tới lớp sinh viên thầy vẫn dạy .",positive,lecturer,train,UIT-VSFC,thầy tận_tâm hai tới lớp sinh_viên thầy dạy
thầy giảng hơi nhanh và có nhiều chỗ còn khó hiểu .,negative,lecturer,train,UIT-VSFC,thầy giảng hơi nhanh nhiều chỗ còn khó hiểu
cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn .,negative,facility,train,UIT-VSFC,cần nâng_cấp máy phòng máy thực_hành cấu_hình hơi yếu phòng học không nóng_bụi tốt hơn
thầy nhiệt tình dạy dễ hiểu .,positive,lecturer,train,UIT-VSFC,thầy nhiệt_tình dạy dễ hiểu
"em thấy nội dung kiểm tra chưa phù hợp , chương trình học quá nặng .",negative,training_program,train,UIT-VSFC,thấy nội_dung kiểm_tra chưa phù_hợp chương_trình học quá nặng
nội dung mới .,positive,training_program,train,UIT-VSFC,nội_dung mới
không hoàn toàn hài lòng với cách giảng dạy của thầy .,negative,lecturer,train,UIT-VSFC,không hoàn_toàn hài_lòng cách giảng_dạy thầy
